left_ir,right_ir,pos,left_motor,right_motor
604,333,g,24,24
503,293,g,24,24
479,290,g,24,24
501,266,g,24,24
507,263,g,24,24
501,280,g,24,24
520,255,g,24,24
564,290,g,24,24
613,316,g,24,24
667,300,g,24,24
743,249,r,-24,24
816,248,r,-24,24
815,278,r,-24,24
723,216,g,24,24
642,212,g,24,24
597,268,g,24,24
619,304,g,24,24
661,326,g,24,24
708,300,g,24,24
756,275,r,-24,24
842,278,r,-24,24
854,276,r,-24,24
792,244,r,-24,24
710,250,g,24,24
629,242,g,24,24
570,271,g,24,24
581,261,g,24,24
594,286,g,24,24
636,290,g,24,24
707,318,g,24,24
792,292,r,-24,24
876,227,r,-24,24
882,269,r,-24,24
819,257,r,-24,24
699,162,g,24,24
582,222,g,24,24
521,205,g,24,24
530,187,g,24,24
571,190,g,24,24
629,240,g,24,24
685,285,g,24,24
771,334,r,-24,24
850,366,r,-24,24
883,350,r,-24,24
851,344,r,-24,24
744,337,r,-24,24
571,324,g,24,24
432,298,g,24,24
382,251,g,24,24
381,209,g,24,24
413,235,g,24,24
437,257,g,24,24
432,213,g,24,24
455,201,g,24,24
533,198,g,24,24
614,272,g,24,24
756,283,r,-24,24
855,336,r,-24,24
860,305,r,-24,24
802,288,r,-24,24
721,261,g,24,24
613,276,g,24,24
543,256,g,24,24
566,264,g,24,24
604,248,g,24,24
599,257,g,24,24
624,238,g,24,24
694,289,g,24,24
762,313,r,-24,24
827,312,r,-24,24
839,293,r,-24,24
796,282,r,-24,24
702,246,g,24,24
589,236,g,24,24
539,271,g,24,24
541,307,g,24,24
526,281,g,24,24
515,259,g,24,24
560,288,g,24,24
630,293,g,24,24
689,340,g,24,24
726,306,r,-24,24
746,345,r,-24,24
713,333,g,24,24
667,263,g,24,24
624,214,g,24,24
607,260,g,24,24
611,261,g,24,24
667,250,g,24,24
726,236,r,-24,24
737,241,r,-24,24
699,300,g,24,24
646,325,g,24,24
598,363,g,24,24
587,369,g,24,24
612,347,g,24,24
631,314,g,24,24
656,304,g,24,24
713,327,g,24,24
762,280,r,-24,24
779,248,r,-24,24
757,298,r,-24,24
704,299,g,24,24
625,253,g,24,24
566,241,g,24,24
516,181,g,24,24
527,187,g,24,24
551,235,g,24,24
591,225,g,24,24
669,295,g,24,24
719,259,g,24,24
773,234,r,-24,24
819,250,r,-24,24
832,267,r,-24,24
804,233,r,-24,24
735,268,r,-24,24
656,300,g,24,24
587,305,g,24,24
536,321,g,24,24
506,329,g,24,24
505,357,g,24,24
520,399,g,24,24
531,427,l,24,-24
544,371,g,24,24
604,358,g,24,24
671,352,g,24,24
712,310,g,24,24
779,330,r,-24,24
844,336,r,-24,24
853,367,r,-24,24
825,372,r,-24,24
779,351,r,-24,24
710,405,l,24,-24
647,372,g,24,24
628,356,g,24,24
639,328,g,24,24
693,347,g,24,24
738,334,r,-24,24
771,318,r,-24,24
763,318,r,-24,24
724,303,g,24,24
694,334,g,24,24
670,365,g,24,24
665,353,g,24,24
689,367,g,24,24
711,379,g,24,24
720,360,g,24,24
740,336,r,-24,24
777,395,r,-24,24
803,401,x,24,24
789,385,r,-24,24
758,342,r,-24,24
716,361,g,24,24
672,332,g,24,24
641,363,g,24,24
625,355,g,24,24
626,418,l,24,-24
621,434,l,24,-24
649,445,l,24,-24
742,448,x,24,24
862,386,r,-24,24
941,390,r,-24,24
954,365,r,-24,24
949,364,r,-24,24
939,341,r,-24,24
905,341,r,-24,24
817,345,r,-24,24
704,338,g,24,24
604,270,g,24,24
543,313,g,24,24
507,304,g,24,24
490,304,g,24,24
518,317,g,24,24
557,300,g,24,24
560,367,g,24,24
589,373,g,24,24
665,331,g,24,24
732,344,r,-24,24
790,364,r,-24,24
808,369,r,-24,24
790,340,r,-24,24
761,362,r,-24,24
694,386,g,24,24
620,345,g,24,24
568,297,g,24,24
533,295,g,24,24
521,329,g,24,24
533,374,g,24,24
580,416,l,24,-24
627,409,l,24,-24
674,403,l,24,-24
761,421,x,24,24
875,445,x,24,24
947,421,x,24,24
964,401,x,24,24
969,381,r,-24,24
972,334,r,-24,24
971,357,r,-24,24
973,341,r,-24,24
970,348,r,-24,24
967,327,r,-24,24
962,339,r,-24,24
928,304,r,-24,24
858,294,r,-24,24
750,294,r,-24,24
642,238,g,24,24
555,257,g,24,24
521,279,g,24,24
527,284,g,24,24
543,321,g,24,24
543,287,g,24,24
555,298,g,24,24
581,310,g,24,24
611,341,g,24,24
649,313,g,24,24
676,327,g,24,24
698,314,g,24,24
726,285,r,-24,24
734,246,r,-24,24
714,264,g,24,24
673,277,g,24,24
634,278,g,24,24
581,234,g,24,24
596,251,g,24,24
608,271,g,24,24
654,297,g,24,24
683,179,g,24,24
690,181,g,24,24
682,268,g,24,24
704,317,g,24,24
742,318,r,-24,24
784,309,r,-24,24
787,280,r,-24,24
753,288,r,-24,24
695,267,g,24,24
642,303,g,24,24
599,286,g,24,24
594,285,g,24,24
601,285,g,24,24
612,300,g,24,24
615,305,g,24,24
600,283,g,24,24
577,251,g,24,24
600,225,g,24,24
628,220,g,24,24
655,243,g,24,24
628,213,g,24,24
605,241,g,24,24
574,249,g,24,24
582,252,g,24,24
609,302,g,24,24
578,338,g,24,24
574,328,g,24,24
569,300,g,24,24
573,275,g,24,24
575,248,g,24,24
566,247,g,24,24
595,209,g,24,24
602,238,g,24,24
621,294,g,24,24
654,297,g,24,24
669,296,g,24,24
689,279,g,24,24
719,256,g,24,24
729,247,r,-24,24
767,222,r,-24,24
764,262,r,-24,24
727,313,r,-24,24
664,297,g,24,24
590,313,g,24,24
545,306,g,24,24
514,326,g,24,24
497,335,g,24,24
483,341,g,24,24
442,296,g,24,24
413,264,g,24,24
394,248,g,24,24
411,316,g,24,24
450,358,g,24,24
473,249,g,24,24
452,204,g,24,24
473,233,g,24,24
480,275,g,24,24
435,298,g,24,24
434,292,g,24,24
457,347,g,24,24
449,313,g,24,24
432,308,g,24,24
423,298,g,24,24
415,346,g,24,24
382,301,g,24,24
394,266,g,24,24
402,293,g,24,24
387,319,g,24,24
335,320,g,24,24
404,247,g,24,24
447,192,g,24,24
444,282,g,24,24
482,252,g,24,24
490,124,g,24,24
490,243,g,24,24
501,219,g,24,24
537,271,g,24,24
593,251,g,24,24
646,211,g,24,24
639,163,g,24,24
621,230,g,24,24
742,296,r,-24,24
786,227,r,-24,24
799,235,r,-24,24
781,271,r,-24,24
739,297,r,-24,24
669,255,g,24,24
594,244,g,24,24
545,245,g,24,24
499,259,g,24,24
485,284,g,24,24
525,259,g,24,24
557,216,g,24,24
533,223,g,24,24
536,263,g,24,24
590,249,g,24,24
605,306,g,24,24
630,238,g,24,24
664,253,g,24,24
676,279,g,24,24
681,280,g,24,24
697,279,g,24,24
699,320,g,24,24
668,326,g,24,24
651,323,g,24,24
633,309,g,24,24
617,325,g,24,24
592,316,g,24,24
575,342,g,24,24
577,396,g,24,24
601,298,g,24,24
624,251,g,24,24
620,162,g,24,24
588,191,g,24,24
603,292,g,24,24
627,289,g,24,24
646,330,g,24,24
635,325,g,24,24
582,296,g,24,24
599,298,g,24,24
596,330,g,24,24
585,308,g,24,24
571,290,g,24,24
545,239,g,24,24
524,245,g,24,24
512,229,g,24,24
545,209,g,24,24
541,240,g,24,24
537,285,g,24,24
525,333,g,24,24
500,326,g,24,24
488,292,g,24,24
513,243,g,24,24
509,251,g,24,24
457,305,g,24,24
453,343,g,24,24
493,314,g,24,24
523,282,g,24,24
475,271,g,24,24
447,300,g,24,24
492,334,g,24,24
519,340,g,24,24
490,307,g,24,24
535,287,g,24,24
515,301,g,24,24
509,273,g,24,24
514,279,g,24,24
449,305,g,24,24
471,288,g,24,24
458,259,g,24,24
458,266,g,24,24
465,270,g,24,24
502,264,g,24,24
520,301,g,24,24
491,341,g,24,24
471,306,g,24,24
489,348,g,24,24
496,320,g,24,24
460,333,g,24,24
467,306,g,24,24
514,333,g,24,24
535,311,g,24,24
546,344,g,24,24
583,247,g,24,24
605,233,g,24,24
600,249,g,24,24
577,236,g,24,24
567,242,g,24,24
604,285,g,24,24
650,321,g,24,24
681,260,g,24,24
689,223,g,24,24
712,241,g,24,24
746,233,r,-24,24
769,264,r,-24,24
776,274,r,-24,24
747,269,r,-24,24
685,277,g,24,24
607,343,g,24,24
565,305,g,24,24
520,313,g,24,24
508,278,g,24,24
492,287,g,24,24
500,276,g,24,24
509,275,g,24,24
510,303,g,24,24
512,325,g,24,24
478,317,g,24,24
483,294,g,24,24
546,305,g,24,24
577,271,g,24,24
520,253,g,24,24
473,269,g,24,24
463,238,g,24,24
499,220,g,24,24
523,250,g,24,24
478,231,g,24,24
449,246,g,24,24
479,241,g,24,24
527,224,g,24,24
553,255,g,24,24
564,237,g,24,24
542,214,g,24,24
506,177,g,24,24
518,169,g,24,24
548,165,g,24,24
557,205,g,24,24
555,218,g,24,24
559,180,g,24,24
597,210,g,24,24
641,270,g,24,24
595,247,g,24,24
515,255,g,24,24
501,287,g,24,24
515,300,g,24,24
523,253,g,24,24
521,206,g,24,24
543,204,g,24,24
562,269,g,24,24
582,342,g,24,24
572,366,g,24,24
580,321,g,24,24
583,288,g,24,24
557,263,g,24,24
537,287,g,24,24
557,341,g,24,24
602,311,g,24,24
625,260,g,24,24
623,252,g,24,24
615,256,g,24,24
597,282,g,24,24
582,263,g,24,24
560,277,g,24,24
529,259,g,24,24
513,255,g,24,24
506,279,g,24,24
505,327,g,24,24
530,317,g,24,24
523,329,g,24,24
505,326,g,24,24
475,250,g,24,24
484,231,g,24,24
480,241,g,24,24
475,242,g,24,24
486,204,g,24,24
483,250,g,24,24
532,269,g,24,24
496,231,g,24,24
473,249,g,24,24
450,294,g,24,24
437,247,g,24,24
401,211,g,24,24
385,277,g,24,24
384,249,g,24,24
386,236,g,24,24
443,283,g,24,24
467,307,g,24,24
463,274,g,24,24
410,288,g,24,24
373,306,g,24,24
408,276,g,24,24
439,316,g,24,24
409,318,g,24,24
386,309,g,24,24
401,254,g,24,24
423,297,g,24,24
374,281,g,24,24
358,250,g,24,24
352,256,g,24,24
359,208,g,24,24
396,209,g,24,24
421,245,g,24,24
437,316,g,24,24
459,302,g,24,24
496,214,g,24,24
487,235,g,24,24
465,205,g,24,24
455,209,g,24,24
453,245,g,24,24
448,283,g,24,24
451,291,g,24,24
460,283,g,24,24
478,302,g,24,24
500,289,g,24,24
537,307,g,24,24
522,293,g,24,24
496,272,g,24,24
476,278,g,24,24
468,279,g,24,24
454,251,g,24,24
450,227,g,24,24
452,233,g,24,24
455,244,g,24,24
431,281,g,24,24
393,287,g,24,24
401,317,g,24,24
415,291,g,24,24
394,304,g,24,24
340,308,g,24,24
318,289,g,24,24
361,270,g,24,24
388,321,g,24,24
407,331,g,24,24
386,354,g,24,24
357,284,g,24,24
355,217,g,24,24
373,224,g,24,24
412,214,g,24,24
443,202,g,24,24
447,239,g,24,24
419,259,g,24,24
373,309,g,24,24
365,286,g,24,24
383,292,g,24,24
387,281,g,24,24
416,319,g,24,24
483,255,g,24,24
501,240,g,24,24
483,227,g,24,24
463,301,g,24,24
458,577,l,24,-24
424,799,l,24,-24
423,832,l,24,-24
440,818,l,24,-24
453,824,l,24,-24
452,836,l,24,-24
436,833,l,24,-24
415,755,l,24,-24
406,562,l,24,-24
407,355,g,24,24
487,279,g,24,24
611,274,g,24,24
700,285,g,24,24
765,297,r,-24,24
813,318,r,-24,24
794,380,r,-24,24
696,519,l,24,-24
607,659,l,24,-24
587,741,l,24,-24
692,740,l,24,-24
845,641,x,24,24
947,478,x,24,24
973,411,x,24,24
979,378,r,-24,24
978,421,x,24,24
977,497,x,24,24
975,583,x,24,24
972,730,x,24,24
972,833,x,24,24
955,846,x,24,24
825,840,x,24,24
577,854,l,24,-24
423,855,l,24,-24
354,855,l,24,-24
340,848,l,24,-24
355,854,l,24,-24
353,838,l,24,-24
350,849,l,24,-24
374,843,l,24,-24
402,849,l,24,-24
405,811,l,24,-24
429,826,l,24,-24
439,804,l,24,-24
420,689,l,24,-24
422,466,l,24,-24
412,303,g,24,24
373,296,g,24,24
337,276,g,24,24
351,270,g,24,24
373,283,g,24,24
361,261,g,24,24
354,271,g,24,24
365,252,g,24,24
368,256,g,24,24
366,290,g,24,24
357,309,g,24,24
374,336,g,24,24
417,421,l,24,-24
466,507,l,24,-24
478,617,l,24,-24
439,619,l,24,-24
439,556,l,24,-24
485,499,l,24,-24
508,411,l,24,-24
489,373,g,24,24
450,328,g,24,24
440,295,g,24,24
462,315,g,24,24
458,386,g,24,24
426,374,g,24,24
421,365,g,24,24
407,346,g,24,24
405,330,g,24,24
400,315,g,24,24
400,342,g,24,24
393,410,l,24,-24
436,489,l,24,-24
479,553,l,24,-24
486,566,l,24,-24
477,512,l,24,-24
466,430,l,24,-24
466,359,g,24,24
458,320,g,24,24
461,324,g,24,24
447,325,g,24,24
392,322,g,24,24
346,331,g,24,24
360,311,g,24,24
410,288,g,24,24
393,342,g,24,24
426,407,l,24,-24
469,460,l,24,-24
483,580,l,24,-24
464,554,l,24,-24
455,520,l,24,-24
463,454,l,24,-24
460,399,g,24,24
426,294,g,24,24
400,305,g,24,24
381,294,g,24,24
375,282,g,24,24
385,312,g,24,24
405,416,l,24,-24
412,386,g,24,24
449,417,l,24,-24
454,410,l,24,-24
430,389,g,24,24
424,311,g,24,24
421,303,g,24,24
416,307,g,24,24
413,303,g,24,24
407,312,g,24,24
407,342,g,24,24
423,361,g,24,24
440,477,l,24,-24
443,596,l,24,-24
434,699,l,24,-24
372,734,l,24,-24
328,739,l,24,-24
315,633,l,24,-24
304,498,l,24,-24
308,360,g,24,24
320,275,g,24,24
334,260,g,24,24
343,265,g,24,24
346,238,g,24,24
361,259,g,24,24
392,400,g,24,24
395,393,g,24,24
400,360,g,24,24
411,376,g,24,24
392,386,g,24,24
375,488,l,24,-24
459,596,l,24,-24
502,685,l,24,-24
435,679,l,24,-24
383,644,l,24,-24
411,543,l,24,-24
401,430,l,24,-24
378,345,g,24,24
352,324,g,24,24
303,330,g,24,24
225,314,g,24,24
216,321,g,24,24
250,353,g,24,24
296,355,g,24,24
321,341,g,24,24
315,324,g,24,24
327,324,g,24,24
362,361,g,24,24
401,384,g,24,24
424,433,l,24,-24
383,496,l,24,-24
338,591,l,24,-24
381,552,l,24,-24
406,438,l,24,-24
395,324,g,24,24
381,259,g,24,24
387,261,g,24,24
399,242,g,24,24
419,180,g,24,24
424,178,g,24,24
400,261,g,24,24
367,298,g,24,24
384,287,g,24,24
419,351,g,24,24
404,368,g,24,24
324,355,g,24,24
290,447,l,24,-24
339,511,l,24,-24
412,566,l,24,-24
365,588,l,24,-24
391,515,l,24,-24
395,411,l,24,-24
420,321,g,24,24
402,229,g,24,24
398,213,g,24,24
379,207,g,24,24
376,200,g,24,24
377,265,g,24,24
359,321,g,24,24
332,344,g,24,24
311,351,g,24,24
310,414,l,24,-24
328,502,l,24,-24
382,518,l,24,-24
435,491,l,24,-24
485,440,l,24,-24
506,388,g,24,24
512,295,g,24,24
515,289,g,24,24
512,289,g,24,24
493,284,g,24,24
437,312,g,24,24
385,340,g,24,24
376,327,g,24,24
402,373,g,24,24
433,434,l,24,-24
439,465,l,24,-24
396,443,l,24,-24
348,414,l,24,-24
329,364,g,24,24
323,278,g,24,24
324,263,g,24,24
326,259,g,24,24
324,288,g,24,24
331,300,g,24,24
340,292,g,24,24
336,294,g,24,24
337,326,g,24,24
393,308,g,24,24
394,346,g,24,24
382,380,g,24,24
407,438,l,24,-24
422,490,l,24,-24
426,510,l,24,-24
414,463,l,24,-24
409,359,g,24,24
416,334,g,24,24
414,304,g,24,24
408,295,g,24,24
399,269,g,24,24
383,251,g,24,24
340,264,g,24,24
310,264,g,24,24
307,289,g,24,24
334,390,g,24,24
382,409,l,24,-24
382,301,g,24,24
351,289,g,24,24
373,293,g,24,24
396,242,g,24,24
394,233,g,24,24
364,259,g,24,24
400,247,g,24,24
471,253,g,24,24
470,288,g,24,24
432,299,g,24,24
410,326,g,24,24
388,330,g,24,24
398,364,g,24,24
429,349,g,24,24
438,294,g,24,24
436,304,g,24,24
427,286,g,24,24
432,302,g,24,24
435,277,g,24,24
387,267,g,24,24
398,282,g,24,24
451,294,g,24,24
462,284,g,24,24
448,306,g,24,24
410,295,g,24,24
380,278,g,24,24
385,268,g,24,24
403,294,g,24,24
398,310,g,24,24
394,341,g,24,24
402,315,g,24,24
403,354,g,24,24
408,371,g,24,24
418,363,g,24,24
416,373,g,24,24
391,329,g,24,24
378,297,g,24,24
397,334,g,24,24
398,362,g,24,24
377,379,g,24,24
388,338,g,24,24
383,317,g,24,24
363,362,g,24,24
362,432,l,24,-24
371,465,l,24,-24
333,484,l,24,-24
326,437,l,24,-24
345,351,g,24,24
370,340,g,24,24
414,338,g,24,24
449,351,g,24,24
454,329,g,24,24
450,358,g,24,24
432,296,g,24,24
412,242,g,24,24
364,230,g,24,24
370,249,g,24,24
396,299,g,24,24
383,330,g,24,24
407,292,g,24,24
386,229,g,24,24
357,231,g,24,24
384,253,g,24,24
415,283,g,24,24
441,252,g,24,24
409,214,g,24,24
466,190,g,24,24
422,185,g,24,24
433,278,g,24,24
433,320,g,24,24
428,258,g,24,24
425,241,g,24,24
392,261,g,24,24
348,311,g,24,24
345,288,g,24,24
323,268,g,24,24
342,302,g,24,24
402,328,g,24,24
429,312,g,24,24
389,314,g,24,24
382,317,g,24,24
383,301,g,24,24
367,196,g,24,24
416,174,g,24,24
436,190,g,24,24
461,222,g,24,24
415,256,g,24,24
395,309,g,24,24
410,299,g,24,24
409,319,g,24,24
409,295,g,24,24
407,311,g,24,24
411,225,g,24,24
430,188,g,24,24
423,260,g,24,24
400,311,g,24,24
370,283,g,24,24
368,302,g,24,24
338,223,g,24,24
405,169,g,24,24
449,177,g,24,24
416,216,g,24,24
324,282,g,24,24
326,304,g,24,24
352,245,g,24,24
389,160,g,24,24
418,196,g,24,24
394,304,g,24,24
409,189,g,24,24
406,213,g,24,24
354,238,g,24,24
341,234,g,24,24
287,227,g,24,24
278,229,g,24,24
333,233,g,24,24
342,198,g,24,24
375,162,g,24,24
503,152,g,24,24
797,239,r,-24,24
965,242,r,-24,24
980,295,r,-24,24
980,326,r,-24,24
978,288,r,-24,24
977,227,r,-24,24
976,237,r,-24,24
973,197,r,-24,24
964,234,r,-24,24
951,285,r,-24,24
929,258,r,-24,24
894,197,r,-24,24
851,260,r,-24,24
798,262,r,-24,24
731,245,r,-24,24
646,216,g,24,24
585,247,g,24,24
546,284,g,24,24
598,267,g,24,24
687,262,g,24,24
792,244,r,-24,24
844,222,r,-24,24
809,231,r,-24,24
662,228,g,24,24
496,275,g,24,24
407,303,g,24,24
410,285,g,24,24
458,259,g,24,24
496,315,g,24,24
528,312,g,24,24
546,284,g,24,24
610,291,g,24,24
723,300,g,24,24
830,332,r,-24,24
882,283,r,-24,24
862,265,r,-24,24
762,278,r,-24,24
658,265,g,24,24
541,260,g,24,24
471,258,g,24,24
425,256,g,24,24
422,205,g,24,24
436,217,g,24,24
488,276,g,24,24
547,374,g,24,24
587,358,g,24,24
612,300,g,24,24
645,283,g,24,24
712,247,g,24,24
771,264,r,-24,24
795,261,r,-24,24
763,333,r,-24,24
634,254,g,24,24
521,244,g,24,24
441,236,g,24,24
447,296,g,24,24
481,260,g,24,24
511,210,g,24,24
538,219,g,24,24
599,255,g,24,24
625,254,g,24,24
672,291,g,24,24
750,322,r,-24,24
802,297,r,-24,24
795,265,r,-24,24
707,260,g,24,24
596,280,g,24,24
510,308,g,24,24
469,331,g,24,24
446,328,g,24,24
437,330,g,24,24
441,304,g,24,24
486,325,g,24,24
526,262,g,24,24
579,244,g,24,24
614,246,g,24,24
658,307,g,24,24
690,284,g,24,24
724,306,g,24,24
740,295,r,-24,24
803,274,r,-24,24
810,311,r,-24,24
758,169,r,-24,24
677,154,g,24,24
582,243,g,24,24
516,253,g,24,24
472,235,g,24,24
405,212,g,24,24
392,248,g,24,24
464,323,g,24,24
519,314,g,24,24
554,301,g,24,24
558,307,g,24,24
625,303,g,24,24
685,322,g,24,24
751,307,r,-24,24
804,273,r,-24,24
779,267,r,-24,24
709,238,g,24,24
615,306,g,24,24
542,296,g,24,24
531,317,g,24,24
560,329,g,24,24
546,340,g,24,24
521,275,g,24,24
555,167,g,24,24
605,117,g,24,24
646,152,g,24,24
654,206,g,24,24
708,297,g,24,24
764,285,r,-24,24
814,268,r,-24,24
808,252,r,-24,24
755,294,r,-24,24
665,310,g,24,24
584,310,g,24,24
522,303,g,24,24
489,288,g,24,24
448,325,g,24,24
452,317,g,24,24
502,286,g,24,24
534,303,g,24,24
541,320,g,24,24
537,327,g,24,24
545,277,g,24,24
565,255,g,24,24
524,230,g,24,24
547,357,g,24,24
592,398,g,24,24
599,302,g,24,24
565,295,g,24,24
609,291,g,24,24
631,361,g,24,24
601,308,g,24,24
554,263,g,24,24
544,282,g,24,24
552,286,g,24,24
558,339,g,24,24
554,318,g,24,24
580,261,g,24,24
604,318,g,24,24
636,303,g,24,24
666,209,g,24,24
705,149,g,24,24
752,279,r,-24,24
769,312,r,-24,24
776,331,r,-24,24
750,281,r,-24,24
688,226,g,24,24
622,280,g,24,24
566,295,g,24,24
533,263,g,24,24
502,231,g,24,24
496,231,g,24,24
537,183,g,24,24
542,189,g,24,24
541,220,g,24,24
549,205,g,24,24
608,182,g,24,24
676,186,g,24,24
766,233,r,-24,24
846,268,r,-24,24
878,268,r,-24,24
861,274,r,-24,24
803,337,r,-24,24
706,363,g,24,24
616,355,g,24,24
554,302,g,24,24
551,257,g,24,24
601,240,g,24,24
665,245,g,24,24
740,249,r,-24,24
829,260,r,-24,24
856,261,r,-24,24
833,286,r,-24,24
768,316,r,-24,24
683,285,g,24,24
616,267,g,24,24
588,302,g,24,24
602,287,g,24,24
646,292,g,24,24
705,278,g,24,24
784,306,r,-24,24
869,297,r,-24,24
908,274,r,-24,24
903,262,r,-24,24
864,260,r,-24,24
784,304,r,-24,24
681,325,g,24,24
601,337,g,24,24
568,343,g,24,24
608,326,g,24,24
707,337,g,24,24
832,330,r,-24,24
920,321,r,-24,24
944,308,r,-24,24
935,297,r,-24,24
903,272,r,-24,24
847,281,r,-24,24
783,270,r,-24,24
715,264,g,24,24
658,273,g,24,24
646,281,g,24,24
705,290,g,24,24
805,292,r,-24,24
909,288,r,-24,24
946,301,r,-24,24
947,326,r,-24,24
911,299,r,-24,24
822,282,r,-24,24
690,299,g,24,24
578,288,g,24,24
531,285,g,24,24
584,285,g,24,24
699,303,g,24,24
855,305,r,-24,24
949,332,r,-24,24
971,337,r,-24,24
976,330,r,-24,24
968,288,r,-24,24
939,305,r,-24,24
863,304,r,-24,24
720,291,g,24,24
582,276,g,24,24
544,306,g,24,24
607,382,g,24,24
770,342,r,-24,24
904,283,r,-24,24
953,294,r,-24,24
964,309,r,-24,24
958,306,r,-24,24
926,294,r,-24,24
834,282,r,-24,24
671,247,g,24,24
498,254,g,24,24
406,228,g,24,24
433,255,g,24,24
549,288,g,24,24
754,273,r,-24,24
900,296,r,-24,24
941,296,r,-24,24
941,308,r,-24,24
905,352,r,-24,24
829,332,r,-24,24
667,337,g,24,24
517,315,g,24,24
470,284,g,24,24
561,302,g,24,24
721,317,g,24,24
856,255,r,-24,24
935,235,r,-24,24
960,186,r,-24,24
969,178,r,-24,24
955,231,r,-24,24
913,267,r,-24,24
849,221,r,-24,24
766,251,r,-24,24
666,232,g,24,24
581,222,g,24,24
562,221,g,24,24
588,211,g,24,24
651,203,g,24,24
726,231,r,-24,24
841,277,r,-24,24
897,282,r,-24,24
900,319,r,-24,24
871,360,r,-24,24
817,256,r,-24,24
734,209,r,-24,24
656,236,g,24,24
596,272,g,24,24
578,249,g,24,24
583,160,g,24,24
575,142,g,24,24
567,214,g,24,24
627,287,g,24,24
694,320,g,24,24
760,296,r,-24,24
833,268,r,-24,24
837,283,r,-24,24
816,277,r,-24,24
761,244,r,-24,24
670,249,g,24,24
578,272,g,24,24
511,253,g,24,24
500,236,g,24,24
534,226,g,24,24
567,225,g,24,24
586,285,g,24,24
623,315,g,24,24
642,324,g,24,24
626,282,g,24,24
612,297,g,24,24
605,333,g,24,24
592,300,g,24,24
585,337,g,24,24
580,333,g,24,24
593,313,g,24,24
588,319,g,24,24
554,273,g,24,24
516,266,g,24,24
519,257,g,24,24
521,264,g,24,24
479,229,g,24,24
441,205,g,24,24
440,256,g,24,24
441,312,g,24,24
377,334,g,24,24
342,265,g,24,24
386,231,g,24,24
436,231,g,24,24
460,264,g,24,24
431,256,g,24,24
400,277,g,24,24
436,270,g,24,24
423,249,g,24,24
386,228,g,24,24
391,248,g,24,24
434,331,g,24,24
405,329,g,24,24
394,316,g,24,24
423,280,g,24,24
421,289,g,24,24
384,297,g,24,24
352,321,g,24,24
328,366,g,24,24
323,507,l,24,-24
403,760,l,24,-24
447,841,l,24,-24
483,846,l,24,-24
478,843,l,24,-24
433,835,l,24,-24
404,845,l,24,-24
403,853,l,24,-24
400,833,l,24,-24
387,741,l,24,-24
393,543,l,24,-24
426,383,g,24,24
423,270,g,24,24
405,255,g,24,24
402,271,g,24,24
413,279,g,24,24
427,307,g,24,24
445,309,g,24,24
474,330,g,24,24
488,458,l,24,-24
463,647,l,24,-24
435,770,l,24,-24
406,799,l,24,-24
428,784,l,24,-24
472,672,l,24,-24
478,499,l,24,-24
414,330,g,24,24
405,294,g,24,24
427,306,g,24,24
451,367,g,24,24
441,327,g,24,24
402,347,g,24,24
403,306,g,24,24
437,292,g,24,24
437,251,g,24,24
433,271,g,24,24
443,386,g,24,24
451,513,l,24,-24
449,666,l,24,-24
444,757,l,24,-24
445,794,l,24,-24
432,799,l,24,-24
407,746,l,24,-24
395,704,l,24,-24
385,588,l,24,-24
368,409,l,24,-24
347,284,g,24,24
336,237,g,24,24
337,253,g,24,24
364,260,g,24,24
378,237,g,24,24
378,218,g,24,24
393,187,g,24,24
406,166,g,24,24
420,172,g,24,24
445,264,g,24,24
466,340,g,24,24
427,487,l,24,-24
369,691,l,24,-24
352,794,l,24,-24
383,796,l,24,-24
440,772,l,24,-24
461,677,l,24,-24
427,523,l,24,-24
416,370,g,24,24
422,310,g,24,24
415,305,g,24,24
411,303,g,24,24
416,323,g,24,24
406,311,g,24,24
403,318,g,24,24
409,305,g,24,24
411,299,g,24,24
405,273,g,24,24
391,318,g,24,24
373,405,l,24,-24
370,580,l,24,-24
389,659,l,24,-24
416,644,l,24,-24
444,546,l,24,-24
450,356,g,24,24
441,247,g,24,24
421,230,g,24,24
401,256,g,24,24
382,276,g,24,24
361,279,g,24,24
301,288,g,24,24
328,289,g,24,24
399,293,g,24,24
435,355,g,24,24
445,407,l,24,-24
444,507,l,24,-24
427,575,l,24,-24
413,549,l,24,-24
385,464,l,24,-24
359,378,g,24,24
349,305,g,24,24
351,300,g,24,24
363,285,g,24,24
368,282,g,24,24
387,288,g,24,24
404,285,g,24,24
400,289,g,24,24
402,316,g,24,24
419,340,g,24,24
440,354,g,24,24
468,431,l,24,-24
473,464,l,24,-24
458,511,l,24,-24
491,473,l,24,-24
514,414,l,24,-24
492,320,g,24,24
440,267,g,24,24
411,265,g,24,24
410,314,g,24,24
422,326,g,24,24
431,331,g,24,24
422,316,g,24,24
420,320,g,24,24
426,310,g,24,24
408,304,g,24,24
378,322,g,24,24
375,343,g,24,24
439,449,l,24,-24
442,557,l,24,-24
436,602,l,24,-24
422,534,l,24,-24
373,461,l,24,-24
310,371,g,24,24
342,261,g,24,24
415,258,g,24,24
463,279,g,24,24
491,266,g,24,24
505,251,g,24,24
514,234,g,24,24
508,262,g,24,24
444,249,g,24,24
427,290,g,24,24
445,309,g,24,24
459,254,g,24,24
457,272,g,24,24
420,306,g,24,24
408,331,g,24,24
